PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,TotalSpending,Deck,CabinNum,Side,Group,Group_Number,Group_Size,Is_Solo
1961_01,Earth,0,G/315/P,TRAPPIST-1e,35.0,0,302.0,6.0,0.0,6.0,613.0,Kayne Giller,1,927.0,G,315,P,1961,01,1,1
1962_01,Earth,0,F/390/P,TRAPPIST-1e,24.0,0,3.0,361.0,94.0,824.0,160.0,Verek Buckeenez,0,1442.0,F,390,P,1962,01,3,0
1962_02,Earth,0,G/316/P,55 Cancri e,2.0,0,0.0,0.0,0.0,0.0,0.0,Jasony Buckeenez,0,0.0,G,316,P,1962,02,3,0
1962_03,Earth,1,G/316/P,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Dixiel Ryanga,1,0.0,G,316,P,1962,03,3,0
1963_01,Earth,0,F/391/P,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,1200.0,17.0,Aarone Fowlaney,0,1217.0,F,391,P,1963,01,1,1
1964_01,Europa,0,C/74/S,TRAPPIST-1e,63.0,0,0.0,869.0,1.0,375.0,3377.0,Altara Righturter,0,4622.0,C,74,S,1964,01,1,1
1967_01,Earth,1,G/318/P,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,Megany Humphreyes,1,0.0,G,318,P,1967,01,1,1
1968_01,Earth,1,G/319/P,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,0.0,Delody Traverdy,1,0.0,G,319,P,1968,01,1,1
1969_01,Europa,0,C/75/S,55 Cancri e,27.0,0,0.0,21066.0,0.0,2448.0,2293.0,Unukath Sandul,1,25807.0,C,75,S,1969,01,1,1
1971_01,Earth,0,F/375/S,PSO J318.5-22,54.0,0,3.0,0.0,56.0,633.0,0.0,Megany Irwinson,0,692.0,F,375,S,1971,01,1,1
1973_01,Europa,1,A/24/S,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,Gomeron Clindy,1,0.0,A,24,S,1973,01,1,1
1974_01,Mars,0,D/63/P,TRAPPIST-1e,41.0,0,3702.0,0.0,1.0,0.0,18.0,Sugark Cusa,0,3721.0,D,63,P,1974,01,1,1
1975_01,Earth,0,G/310/S,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,10.0,761.0,Jeandy Hobbinson,0,771.0,G,310,S,1975,01,1,1
1976_01,Europa,0,B/82/S,55 Cancri e,23.0,0,0.0,8037.0,0.0,1.0,2.0,Sadirab Craleve,1,8040.0,B,82,S,1976,01,7,0
1976_02,Europa,0,B/82/S,TRAPPIST-1e,34.0,0,15.0,3578.0,0.0,0.0,473.0,Alam Lansuffle,1,4066.0,B,82,S,1976,02,7,0
1976_03,Europa,1,B/82/S,55 Cancri e,26.0,1,0.0,0.0,0.0,0.0,0.0,Cellah Lansuffle,1,0.0,B,82,S,1976,03,7,0
1976_04,Europa,0,B/82/S,TRAPPIST-1e,39.0,0,1.0,2972.0,0.0,3175.0,1.0,Zinoth Lansuffle,0,6149.0,B,82,S,1976,04,7,0
1976_05,Europa,1,B/82/S,55 Cancri e,15.0,0,0.0,0.0,0.0,0.0,0.0,Plas Lansuffle,1,0.0,B,82,S,1976,05,7,0
1976_06,Europa,1,B/82/S,TRAPPIST-1e,64.0,0,0.0,0.0,0.0,0.0,0.0,Wasaleh Lansuffle,1,0.0,B,82,S,1976,06,7,0
1976_07,Europa,1,B/82/S,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,Alaslon Craleve,1,0.0,B,82,S,1976,07,7,0
1977_01,Mars,1,F/393/P,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Froder Paska,1,0.0,F,393,P,1977,01,1,1
1978_01,Earth,1,G/311/S,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,UnKnown,1,0.0,G,311,S,1978,01,1,1
1979_01,Earth,0,F/376/S,TRAPPIST-1e,26.0,0,401.0,0.0,693.0,62.0,0.0,Delley Moodson,0,1156.0,F,376,S,1979,01,1,1
1980_01,Earth,1,G/312/S,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Scotte Browlerson,1,0.0,G,312,S,1980,01,3,0
1980_02,Earth,0,G/312/S,TRAPPIST-1e,29.0,0,1434.0,5.0,0.0,0.0,0.0,Man Freevenson,0,1439.0,G,312,S,1980,02,3,0
1980_03,Earth,1,G/312/S,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,Penne Browlerson,1,0.0,G,312,S,1980,03,3,0
1981_01,Earth,0,E/124/P,TRAPPIST-1e,27.0,0,196.0,602.0,0.0,0.0,198.0,Julion Cobson,0,996.0,E,124,P,1981,01,1,1
1983_01,Earth,0,G/320/P,PSO J318.5-22,17.0,0,414.0,0.0,139.0,28.0,173.0,Felia Cooperkins,0,754.0,G,320,P,1983,01,1,1
1984_01,Europa,0,B/82/S,55 Cancri e,37.0,0,0.0,3166.0,0.0,91.0,6.0,Mesath Wassid,1,3263.0,B,82,S,1984,01,1,1
1985_01,Mars,1,F/394/P,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0,Apuffs Facle,1,0.0,F,394,P,1985,01,1,1
1988_01,Earth,1,G/321/P,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,Eleaha Wallerson,0,0.0,G,321,P,1988,01,1,1
1991_01,Earth,0,F/378/S,55 Cancri e,22.0,0,0.0,0.0,30.0,499.0,138.0,Leenny Palmes,0,667.0,F,378,S,1991,01,2,0
1991_02,Earth,0,E/146/S,TRAPPIST-1e,22.0,0,213.0,85.0,352.0,12.0,1.0,Aude Palmes,1,663.0,E,146,S,1991,02,2,0
1992_01,Mars,1,F/379/S,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Lucan Killé,1,0.0,F,379,S,1992,01,1,1
1993_01,Earth,0,F/380/S,TRAPPIST-1e,31.0,0,1062.0,0.0,802.0,71.0,0.0,Lorey Fishopper,0,1935.0,F,380,S,1993,01,1,1
1994_01,Earth,0,E/125/P,TRAPPIST-1e,17.0,0,0.0,0.0,249.0,537.0,5.0,Cary Pagedy,1,791.0,E,125,P,1994,01,1,1
1995_01,Earth,0,G/314/S,PSO J318.5-22,30.0,0,231.0,0.0,0.0,274.0,26.0,Gerry Sterreray,0,531.0,G,314,S,1995,01,1,1
1996_01,Earth,0,F/381/S,TRAPPIST-1e,15.0,0,12.0,25.0,197.0,631.0,0.0,Sallie Fryan,0,865.0,F,381,S,1996,01,1,1
1997_01,Earth,0,G/315/S,TRAPPIST-1e,42.0,0,37.0,1670.0,0.0,0.0,0.0,Joyn Hartley,1,1707.0,G,315,S,1997,01,1,1
1999_01,Earth,0,F/383/S,TRAPPIST-1e,55.0,0,373.0,1.0,1.0,496.0,0.0,Shelle Kimons,0,871.0,F,383,S,1999,01,1,1
2000_01,Europa,0,C/76/S,55 Cancri e,28.0,0,5.0,2676.0,13.0,0.0,157.0,Weia Plattering,1,2851.0,C,76,S,2000,01,1,1
2001_01,Earth,0,F/396/P,TRAPPIST-1e,33.0,0,673.0,194.0,548.0,59.0,40.0,All Pittler,0,1514.0,F,396,P,2001,01,1,1
2003_01,Earth,0,G/323/P,TRAPPIST-1e,19.0,0,3.0,6.0,20.0,60.0,719.0,Viviay Oconley,0,808.0,G,323,P,2003,01,1,1
2006_01,Earth,0,F/386/S,TRAPPIST-1e,24.0,0,0.0,856.0,0.0,0.0,5.0,Eriky Moorez,0,861.0,F,386,S,2006,01,3,0
2006_02,Earth,0,G/317/S,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,Crisey Moorez,0,0.0,G,317,S,2006,02,3,0
2006_03,Earth,1,G/317/S,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Joana Moorez,0,0.0,G,317,S,2006,03,3,0
2007_01,Europa,0,A/25/S,55 Cancri e,30.0,0,0.0,5734.0,0.0,5.0,1.0,Aviton Gocent,1,5740.0,A,25,S,2007,01,1,1
2009_01,Europa,0,B/59/P,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,Aldibah Contery,0,0.0,B,59,P,2009,01,3,0
2009_02,Europa,1,B/59/P,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,Cheliak Contery,1,0.0,B,59,P,2009,02,3,0
2009_03,Europa,1,B/59/P,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,Gluebah Contery,1,0.0,B,59,P,2009,03,3,0
2010_01,Earth,1,G/324/P,PSO J318.5-22,33.0,0,0.0,0.0,0.0,0.0,0.0,Candyn Gregordy,1,0.0,G,324,P,2010,01,1,1
2011_01,Earth,1,G/318/S,PSO J318.5-22,46.0,0,0.0,0.0,0.0,0.0,0.0,Tonyn Bartines,0,0.0,G,318,S,2011,01,1,1
2012_01,Europa,0,B/60/P,55 Cancri e,30.0,1,1250.0,865.0,0.0,3725.0,5416.0,Mirakis Amincrerus,0,11256.0,B,60,P,2012,01,1,1
2013_01,Earth,0,F/398/P,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,804.0,Emmax Water,0,804.0,F,398,P,2013,01,1,1
2015_01,Earth,0,F/387/S,TRAPPIST-1e,19.0,0,1139.0,18.0,0.0,0.0,671.0,Fayene Hickett,1,1828.0,F,387,S,2015,01,1,1
2019_01,Europa,0,B/83/S,55 Cancri e,22.0,0,0.0,5183.0,0.0,1080.0,2.0,Dirfak Oppressive,1,6265.0,B,83,S,2019,01,2,0
2019_02,Europa,0,B/83/S,55 Cancri e,20.0,0,0.0,162.0,0.0,148.0,7619.0,Okulus Oppressive,0,7929.0,B,83,S,2019,02,2,0
2022_01,Earth,0,F/390/S,PSO J318.5-22,36.0,0,0.0,809.0,0.0,86.0,0.0,Gracia Houseson,0,895.0,F,390,S,2022,01,1,1
2024_01,Earth,0,G/322/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Ellard Kinson,1,0.0,G,322,S,2024,01,2,0
2024_02,Earth,0,E/150/S,55 Cancri e,17.0,0,44.0,1535.0,10.0,51.0,0.0,Ianne Kinson,1,1640.0,E,150,S,2024,02,2,0
2026_01,Earth,1,G/323/S,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,Marlly Warrishales,1,0.0,G,323,S,2026,01,3,0
2026_02,Earth,1,G/323/S,PSO J318.5-22,15.0,0,0.0,0.0,0.0,0.0,0.0,Franda Warrishales,1,0.0,G,323,S,2026,02,3,0
2026_03,Earth,0,G/323/S,TRAPPIST-1e,20.0,0,0.0,4.0,429.0,0.0,287.0,Heald Alldson,0,720.0,G,323,S,2026,03,3,0
2027_01,Earth,0,F/399/P,55 Cancri e,19.0,0,30.0,1.0,1051.0,0.0,6.0,Iree Oconley,1,1088.0,F,399,P,2027,01,1,1
2028_01,Earth,0,F/391/S,PSO J318.5-22,24.0,0,662.0,0.0,0.0,0.0,9.0,Louisa Pooles,0,671.0,F,391,S,2028,01,1,1
2029_01,Earth,0,F/400/P,55 Cancri e,43.0,0,0.0,6.0,730.0,1.0,0.0,Lyne Camerrison,0,737.0,F,400,P,2029,01,1,1
2032_01,Mars,1,F/402/P,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Powl Shcad,1,0.0,F,402,P,2032,01,1,1
2034_01,Earth,0,F/393/S,TRAPPIST-1e,42.0,0,399.0,75.0,38.0,771.0,0.0,Anton Pearsalason,0,1283.0,F,393,S,2034,01,1,1
2038_01,Earth,0,F/404/P,TRAPPIST-1e,21.0,0,6.0,133.0,503.0,0.0,2.0,Racyle Ingston,0,644.0,F,404,P,2038,01,1,1
2040_01,Europa,1,B/85/S,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,Lesaten Stiven,1,0.0,B,85,S,2040,01,2,0
2040_02,Europa,1,B/85/S,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,Alramak Stiven,1,0.0,B,85,S,2040,02,2,0
2041_01,Earth,1,G/327/P,TRAPPIST-1e,64.0,0,0.0,0.0,0.0,0.0,0.0,Pattin Weavesend,1,0.0,G,327,P,2041,01,1,1
2042_01,Earth,0,F/394/S,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,785.0,19.0,Rosiey Floways,0,804.0,F,394,S,2042,01,1,1
2043_01,Mars,1,F/395/S,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Goles Teake,1,0.0,F,395,S,2043,01,1,1
2044_01,Earth,0,F/396/S,TRAPPIST-1e,27.0,0,0.0,0.0,634.0,1.0,23.0,Breney Conleydenan,1,658.0,F,396,S,2044,01,1,1
2045_01,Earth,1,G/324/S,55 Cancri e,42.0,0,0.0,0.0,0.0,0.0,0.0,Gaylah Whitneyes,1,0.0,G,324,S,2045,01,1,1
2046_01,Earth,1,G/328/P,55 Cancri e,30.0,0,0.0,0.0,0.0,0.0,0.0,Luison Beston,0,0.0,G,328,P,2046,01,1,1
2051_01,Earth,0,E/126/P,TRAPPIST-1e,20.0,0,2.0,0.0,694.0,0.0,22.0,UnKnown,1,718.0,E,126,P,2051,01,1,1
2052_01,Mars,0,E/151/S,TRAPPIST-1e,31.0,0,162.0,1211.0,4.0,0.0,1.0,Jele Balle,1,1378.0,E,151,S,2052,01,1,1
2053_01,Europa,0,C/68/P,55 Cancri e,26.0,0,281.0,741.0,13.0,0.0,4724.0,Tabbah Wasede,0,5759.0,C,68,P,2053,01,1,1
2054_01,Europa,0,C/69/P,55 Cancri e,39.0,0,0.0,0.0,0.0,1528.0,1119.0,Alark Stivelte,0,2647.0,C,69,P,2054,01,1,1
2055_01,Earth,0,G/330/P,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,Belly Woodwinez,0,0.0,G,330,P,2055,01,6,0
2055_02,Earth,0,G/330/P,PSO J318.5-22,32.0,0,0.0,58.0,0.0,0.0,642.0,Sall Woodwinez,1,700.0,G,330,P,2055,02,6,0
2055_03,Earth,1,G/330/P,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,UnKnown,1,0.0,G,330,P,2055,03,6,0
2055_04,Earth,0,G/330/P,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,Lesley Woodwinez,1,0.0,G,330,P,2055,04,6,0
2055_05,Earth,1,G/330/P,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Harlen Woodwinez,1,0.0,G,330,P,2055,05,6,0
2055_06,Earth,1,G/330/P,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,Janee Canton,0,0.0,G,330,P,2055,06,6,0
2056_01,Earth,1,G/331/P,TRAPPIST-1e,52.0,0,0.0,0.0,0.0,0.0,0.0,Marynk Hanghanson,0,0.0,G,331,P,2056,01,4,0
2056_02,Earth,0,F/407/P,TRAPPIST-1e,14.0,0,16.0,0.0,0.0,712.0,149.0,Claura Hanghanson,0,877.0,F,407,P,2056,02,4,0
2056_03,Earth,0,F/407/P,TRAPPIST-1e,68.0,0,0.0,286.0,0.0,1739.0,13.0,Elany Hanghanson,0,2038.0,F,407,P,2056,03,4,0
2056_04,Earth,1,G/331/P,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,Philia Hanghanson,1,0.0,G,331,P,2056,04,4,0
2059_01,Earth,0,G/333/P,TRAPPIST-1e,55.0,0,2.0,0.0,0.0,0.0,907.0,Ellena Moodmandez,1,909.0,G,333,P,2059,01,1,1
2060_01,Earth,0,G/327/S,55 Cancri e,22.0,0,1430.0,0.0,0.0,0.0,423.0,Anniey Baketton,0,1853.0,G,327,S,2060,01,1,1
2061_01,Europa,0,D/65/P,TRAPPIST-1e,34.0,0,0.0,5063.0,0.0,56.0,327.0,Dscha Sedece,1,5446.0,D,65,P,2061,01,1,1
2062_01,Mars,0,F/398/S,TRAPPIST-1e,17.0,0,583.0,0.0,753.0,0.0,0.0,UnKnown,0,1336.0,F,398,S,2062,01,1,1
2063_01,Earth,1,G/328/S,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,0.0,Mistie Leonaldez,0,0.0,G,328,S,2063,01,1,1
2065_01,Earth,0,F/410/P,TRAPPIST-1e,13.0,0,12.0,0.0,0.0,0.0,1963.0,Lavey Jeffey,0,1975.0,F,410,P,2065,01,1,1
2066_01,Earth,1,G/329/S,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,Bryany Chapmaney,1,0.0,G,329,S,2066,01,1,1
2067_01,Europa,1,C/70/P,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,Alatrin Sprender,1,0.0,C,70,P,2067,01,2,0
2067_02,Europa,0,C/70/P,TRAPPIST-1e,27.0,1,0.0,0.0,72.0,668.0,2713.0,Asellan Sprender,0,3453.0,C,70,P,2067,02,2,0
2070_01,Earth,0,E/127/P,TRAPPIST-1e,17.0,0,0.0,1.0,533.0,326.0,0.0,Sanda Gilleyons,1,860.0,E,127,P,2070,01,1,1
2071_01,Europa,0,C/78/S,55 Cancri e,45.0,0,0.0,3559.0,0.0,3615.0,163.0,Zaninon Subateful,0,7337.0,C,78,S,2071,01,2,0
2071_02,Europa,0,C/78/S,55 Cancri e,28.0,0,167.0,2406.0,71.0,283.0,650.0,Alduson Subateful,1,3577.0,C,78,S,2071,02,2,0
2073_01,Earth,0,F/401/S,TRAPPIST-1e,23.0,0,177.0,0.0,7.0,0.0,448.0,Landa Rivanseney,0,632.0,F,401,S,2073,01,1,1
2074_01,Europa,0,D/69/S,TRAPPIST-1e,24.0,0,1289.0,3343.0,0.0,4996.0,729.0,Sadir Alaring,0,10357.0,D,69,S,2074,01,2,0
2074_02,Europa,0,D/69/S,TRAPPIST-1e,23.0,0,9.0,4081.0,0.0,0.0,16.0,Mergas Alaring,1,4106.0,D,69,S,2074,02,2,0
2075_01,Earth,0,F/402/S,55 Cancri e,29.0,0,270.0,0.0,0.0,25.0,343.0,Janne Yatters,0,638.0,F,402,S,2075,01,1,1
2080_01,Earth,0,G/334/P,TRAPPIST-1e,46.0,0,430.0,0.0,340.0,52.0,61.0,Henryn Joycerton,0,883.0,G,334,P,2080,01,1,1
2081_01,Earth,0,F/411/P,PSO J318.5-22,17.0,0,8.0,911.0,0.0,0.0,0.0,Brie Moodsey,1,919.0,F,411,P,2081,01,1,1
2082_01,Earth,0,G/335/P,TRAPPIST-1e,20.0,0,0.0,0.0,4.0,35.0,769.0,Carlie Kirks,0,808.0,G,335,P,2082,01,1,1
2083_01,Earth,0,F/407/S,TRAPPIST-1e,24.0,0,121.0,20.0,0.0,68.0,506.0,Wen Gibbsonton,0,715.0,F,407,S,2083,01,1,1
2084_01,Europa,0,A/16/P,TRAPPIST-1e,40.0,0,19.0,10.0,1.0,4759.0,6007.0,Aston Boltund,0,10796.0,A,16,P,2084,01,2,0
2084_02,Europa,1,A/16/P,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,Dyonon Boltund,1,0.0,A,16,P,2084,02,2,0
2085_01,Europa,0,C/72/P,TRAPPIST-1e,38.0,0,0.0,590.0,2640.0,6202.0,99.0,Algedia Unaasor,0,9531.0,C,72,P,2085,01,1,1
2086_01,Europa,0,A/26/S,TRAPPIST-1e,65.0,0,51.0,4451.0,0.0,20.0,397.0,Marf Wasterivel,1,4919.0,A,26,S,2086,01,2,0
2086_02,Europa,0,A/26/S,TRAPPIST-1e,19.0,0,0.0,1342.0,0.0,152.0,556.0,Aldera Wasterivel,1,2050.0,A,26,S,2086,02,2,0
2087_01,Earth,0,F/408/S,TRAPPIST-1e,54.0,0,0.0,0.0,872.0,0.0,1.0,Olliey Brownings,1,873.0,F,408,S,2087,01,1,1
2088_01,Earth,0,F/409/S,55 Cancri e,38.0,0,0.0,717.0,0.0,0.0,0.0,Eriey Weaves,0,717.0,F,409,S,2088,01,2,0
2088_02,Earth,0,G/331/S,TRAPPIST-1e,40.0,0,51.0,0.0,1.0,368.0,509.0,Len Weaves,1,929.0,G,331,S,2088,02,2,0
2089_01,Earth,0,F/412/P,PSO J318.5-22,21.0,0,0.0,2.0,133.0,0.0,549.0,Sonard Sterreray,0,684.0,F,412,P,2089,01,1,1
2090_01,Earth,0,F/413/P,TRAPPIST-1e,22.0,0,8.0,0.0,801.0,0.0,12.0,Dia Watkinsley,1,821.0,F,413,P,2090,01,1,1
2091_01,Earth,0,F/414/P,TRAPPIST-1e,33.0,0,356.0,0.0,0.0,245.0,0.0,Arlie Woodwinez,0,601.0,F,414,P,2091,01,1,1
2092_01,Mars,0,D/70/S,TRAPPIST-1e,18.0,0,29.0,0.0,2315.0,0.0,1.0,Muffs Blan,1,2345.0,D,70,S,2092,01,5,0
2092_02,Mars,0,E/153/S,TRAPPIST-1e,43.0,0,546.0,0.0,41.0,710.0,0.0,Wins Stpie,0,1297.0,E,153,S,2092,02,5,0
2092_03,Mars,0,B/82/S,TRAPPIST-1e,13.0,0,6726.0,0.0,1605.0,1266.0,0.0,Cray Stpie,0,9597.0,B,82,S,2092,03,5,0
2092_04,Mars,0,F/410/S,TRAPPIST-1e,26.0,0,1751.0,0.0,0.0,0.0,0.0,UnKnown,0,1751.0,F,410,S,2092,04,5,0
2092_05,Mars,0,D/70/S,TRAPPIST-1e,22.0,0,2300.0,0.0,22.0,256.0,0.0,Jur Stpie,0,2578.0,D,70,S,2092,05,5,0
2094_01,Mars,1,F/415/P,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Lles Buncy,1,0.0,F,415,P,2094,01,1,1
2095_01,Earth,0,F/411/S,PSO J318.5-22,25.0,0,0.0,11.0,0.0,13.0,1344.0,Mabley Gallencis,0,1368.0,F,411,S,2095,01,1,1
2096_01,Mars,0,F/412/S,TRAPPIST-1e,29.0,0,216.0,10.0,611.0,594.0,0.0,Milly Kité,0,1431.0,F,412,S,2096,01,2,0
2096_02,Mars,0,F/412/S,TRAPPIST-1e,49.0,0,1624.0,0.0,68.0,0.0,0.0,Weaffs Kinie,0,1692.0,F,412,S,2096,02,2,0
2097_01,Europa,1,B/86/S,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,Tetra Roftfuling,1,0.0,B,86,S,2097,01,1,1
2099_01,Mars,0,D/71/S,TRAPPIST-1e,45.0,0,10.0,1095.0,1474.0,0.0,0.0,Cupers Boste,1,2579.0,D,71,S,2099,01,1,1
2100_01,Earth,0,F/413/S,PSO J318.5-22,45.0,0,0.0,0.0,734.0,3.0,5.0,Garyan Briggins,1,742.0,F,413,S,2100,01,1,1
2102_01,Europa,0,C/79/S,TRAPPIST-1e,30.0,0,63.0,9314.0,249.0,2624.0,4538.0,Giedia Seadler,0,16788.0,C,79,S,2102,01,1,1
2104_01,Earth,0,F/414/S,TRAPPIST-1e,29.0,0,776.0,0.0,4.0,0.0,23.0,Sonard Bootez,0,803.0,F,414,S,2104,01,2,0
2104_02,Earth,0,B/82/S,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Brinez Bootez,0,0.0,B,82,S,2104,02,2,0
2105_01,Earth,1,G/335/S,55 Cancri e,16.0,0,0.0,0.0,0.0,0.0,0.0,Benda Loway,0,0.0,G,335,S,2105,01,1,1
2106_01,Earth,0,G/336/S,55 Cancri e,20.0,0,1.0,0.0,0.0,4926.0,1.0,Bertle Calhounez,0,4928.0,G,336,S,2106,01,1,1
2107_01,Earth,0,G/338/P,TRAPPIST-1e,33.0,0,235.0,2.0,1.0,650.0,0.0,Sylvin Haynardy,0,888.0,G,338,P,2107,01,1,1
2110_01,Earth,1,G/339/P,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Ernice Joynewtonks,0,0.0,G,339,P,2110,01,1,1
2111_01,Mars,0,F/417/P,TRAPPIST-1e,24.0,0,600.0,593.0,1404.0,0.0,1.0,Beals Blan,0,2598.0,F,417,P,2111,01,1,1
2112_01,Mars,0,F/418/P,TRAPPIST-1e,29.0,0,860.0,305.0,18.0,1415.0,0.0,Latsts Perty,0,2598.0,F,418,P,2112,01,1,1
2114_01,Europa,1,B/87/S,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,Gollux Folhal,1,0.0,B,87,S,2114,01,1,1
2115_01,Europa,1,D/72/S,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,Schird Oinded,1,0.0,D,72,S,2115,01,1,1
2116_01,Earth,1,G/339/S,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Dellie Waderoachez,0,0.0,G,339,S,2116,01,1,1
2117_01,Europa,0,B/82/S,TRAPPIST-1e,31.0,0,0.0,8718.0,0.0,13036.0,267.0,Azet Rocketedy,0,22021.0,B,82,S,2117,01,1,1
2118_01,Earth,1,G/340/P,PSO J318.5-22,26.0,0,0.0,0.0,0.0,0.0,0.0,Kene Macdonadows,0,0.0,G,340,P,2118,01,1,1
2120_01,Mars,0,D/73/S,TRAPPIST-1e,49.0,0,0.0,0.0,1058.0,0.0,0.0,Prah Bla,1,1058.0,D,73,S,2120,01,1,1
2121_01,Earth,1,G/341/P,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,Timyra Peterstarks,0,0.0,G,341,P,2121,01,1,1
2123_01,Earth,1,G/342/P,PSO J318.5-22,23.0,0,0.0,0.0,0.0,0.0,0.0,Dianya Johnsondez,0,0.0,G,342,P,2123,01,2,0
2123_02,Earth,1,G/342/P,PSO J318.5-22,14.0,0,0.0,0.0,0.0,0.0,0.0,France Johnsondez,1,0.0,G,342,P,2123,02,2,0
2124_01,Earth,0,G/341/S,55 Cancri e,21.0,0,770.0,0.0,0.0,40.0,0.0,Ine Litthews,0,810.0,G,341,S,2124,01,1,1
2125_01,Earth,0,G/343/P,TRAPPIST-1e,18.0,0,0.0,1.0,0.0,80.0,826.0,Stenny Pagedy,0,907.0,G,343,P,2125,01,1,1
2126_01,Earth,0,F/415/S,TRAPPIST-1e,27.0,0,717.0,0.0,0.0,0.0,0.0,Natha Ricews,0,717.0,F,415,S,2126,01,1,1
2127_01,Earth,0,F/419/P,TRAPPIST-1e,19.0,0,721.0,62.0,7.0,0.0,0.0,Dorice Bailes,1,790.0,F,419,P,2127,01,1,1
2128_01,Earth,0,G/344/P,TRAPPIST-1e,22.0,0,624.0,0.0,0.0,0.0,185.0,Artis Sancockett,0,809.0,G,344,P,2128,01,1,1
2129_01,Earth,0,F/420/P,TRAPPIST-1e,17.0,0,736.0,0.0,2.0,20.0,0.0,Rice Camerrison,0,758.0,F,420,P,2129,01,1,1
2130_01,Earth,0,F/421/P,PSO J318.5-22,13.0,0,0.0,2.0,480.0,10.0,176.0,Marine Oneiles,0,668.0,F,421,P,2130,01,1,1
2131_01,Earth,0,E/128/P,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,91.0,900.0,Terrie Mayder,0,991.0,E,128,P,2131,01,1,1
2133_01,Mars,0,D/74/S,TRAPPIST-1e,27.0,0,1054.0,0.0,43.0,85.0,0.0,Caish Chrie,0,1182.0,D,74,S,2133,01,2,0
2133_02,Mars,1,F/416/S,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,Elfs Chrie,1,0.0,F,416,S,2133,02,2,0
2134_01,Mars,0,F/422/P,TRAPPIST-1e,20.0,0,1146.0,0.0,0.0,0.0,3.0,Mes Pimne,0,1149.0,F,422,P,2134,01,1,1
2135_01,Earth,0,E/129/P,TRAPPIST-1e,20.0,0,75.0,0.0,0.0,1545.0,0.0,Tin Monroellynn,0,1620.0,E,129,P,2135,01,2,0
